spend_date,channel,category,marketing_spend
2026-02-15,FLIPKART,Co-ords,2506.81
2026-02-15,FLIPKART,Trousers,2287.7
2026-02-15,FLIPKART,Jackets,1729.21
2026-02-15,AJIO,Shirts,3136.99
2026-02-15,AJIO,T-Shirts,2375.12
2026-02-15,AJIO,Jeans,1594.82
2026-02-15,AJIO,Co-ords,1673.93
2026-02-15,AJIO,Trousers,854.49
2026-02-15,AJIO,Jackets,844.53
2026-02-16,D2C_APP,Shirts,6957.09
2026-02-16,D2C_APP,T-Shirts,5034.56
2026-02-16,D2C_APP,Jeans,3801.89
2026-02-16,D2C_APP,Co-ords,2390.92
2026-02-16,D2C_APP,Trousers,1317.66
2026-02-16,D2C_APP,Jackets,1432.0
2026-02-16,D2C_WEB,Shirts,3651.02
2026-02-16,D2C_WEB,T-Shirts,2986.07
2026-02-16,D2C_WEB,Jeans,2535.72
2026-02-16,D2C_WEB,Co-ords,1537.04
2026-02-16,D2C_WEB,Trousers,1354.86
2026-02-16,D2C_WEB,Jackets,1251.37
2026-02-16,MYNTRA,Shirts,6078.72
2026-02-16,MYNTRA,T-Shirts,4912.98
2026-02-16,MYNTRA,Jeans,5203.83
2026-02-16,MYNTRA,Co-ords,2331.39
2026-02-16,MYNTRA,Trousers,2978.01
2026-02-16,MYNTRA,Jackets,1502.79
2026-02-16,FLIPKART,Shirts,4182.5
2026-02-16,FLIPKART,T-Shirts,3693.6
2026-02-16,FLIPKART,Jeans,2245.49
2026-02-16,FLIPKART,Co-ords,1360.34
2026-02-16,FLIPKART,Trousers,1529.85
2026-02-16,FLIPKART,Jackets,1240.12
2026-02-16,AJIO,Shirts,2264.68
2026-02-16,AJIO,T-Shirts,2179.0
2026-02-16,AJIO,Jeans,1559.5
2026-02-16,AJIO,Co-ords,728.86
2026-02-16,AJIO,Trousers,1004.71
2026-02-16,AJIO,Jackets,539.08
2026-02-17,D2C_APP,Shirts,4566.71
2026-02-17,D2C_APP,T-Shirts,4485.25
2026-02-17,D2C_APP,Jeans,2802.58
2026-02-17,D2C_APP,Co-ords,2090.04
2026-02-17,D2C_APP,Trousers,1670.92
2026-02-17,D2C_APP,Jackets,1583.55
2026-02-17,D2C_WEB,Shirts,4708.58
2026-02-17,D2C_WEB,T-Shirts,2631.35
2026-02-17,D2C_WEB,Jeans,2855.44
2026-02-17,D2C_WEB,Co-ords,1695.88
2026-02-17,D2C_WEB,Trousers,875.24
2026-02-17,D2C_WEB,Jackets,1120.41
2026-02-17,MYNTRA,Shirts,5184.37
2026-02-17,MYNTRA,T-Shirts,3559.25
2026-02-17,MYNTRA,Jeans,4872.33
2026-02-17,MYNTRA,Co-ords,3359.65
2026-02-17,MYNTRA,Trousers,1774.47
2026-02-17,MYNTRA,Jackets,1990.13
2026-02-17,FLIPKART,Shirts,3039.51
2026-02-17,FLIPKART,T-Shirts,2492.85
2026-02-17,FLIPKART,Jeans,2561.42
2026-02-17,FLIPKART,Co-ords,1200.85
2026-02-17,FLIPKART,Trousers,1951.74
2026-02-17,FLIPKART,Jackets,1041.28
2026-02-17,AJIO,Shirts,2712.94
2026-02-17,AJIO,T-Shirts,1495.91
2026-02-17,AJIO,Jeans,1731.29
2026-02-17,AJIO,Co-ords,795.48
2026-02-17,AJIO,Trousers,788.92
2026-02-17,AJIO,Jackets,534.58
2026-02-18,D2C_APP,Shirts,6495.74
2026-02-18,D2C_APP,T-Shirts,4429.78
2026-02-18,D2C_APP,Jeans,2448.04
2026-02-18,D2C_APP,Co-ords,2765.95
2026-02-18,D2C_APP,Trousers,1878.78
2026-02-18,D2C_APP,Jackets,1132.03
2026-02-18,D2C_WEB,Shirts,3687.5
2026-02-18,D2C_WEB,T-Shirts,3634.14
2026-02-18,D2C_WEB,Jeans,1880.15
2026-02-18,D2C_WEB,Co-ords,1572.09
2026-02-18,D2C_WEB,Trousers,946.16
2026-02-18,D2C_WEB,Jackets,832.5
2026-02-18,MYNTRA,Shirts,8099.65
2026-02-18,MYNTRA,T-Shirts,4050.4
2026-02-18,MYNTRA,Jeans,3183.48
2026-02-18,MYNTRA,Co-ords,2383.77
2026-02-18,MYNTRA,Trousers,2620.75
2026-02-18,MYNTRA,Jackets,1636.2
2026-02-18,FLIPKART,Shirts,5517.33
2026-02-18,FLIPKART,T-Shirts,2836.61
2026-02-18,FLIPKART,Jeans,2822.07
2026-02-18,FLIPKART,Co-ords,1998.69
2026-02-18,FLIPKART,Trousers,1434.17
2026-02-18,FLIPKART,Jackets,1435.07
2026-02-18,AJIO,Shirts,3077.3
2026-02-18,AJIO,T-Shirts,1634.66
2026-02-18,AJIO,Jeans,1310.35
2026-02-18,AJIO,Co-ords,680.04
2026-02-18,AJIO,Trousers,676.88
2026-02-18,AJIO,Jackets,502.91
2026-02-19,D2C_APP,Shirts,5330.89
2026-02-19,D2C_APP,T-Shirts,4810.94
2026-02-19,D2C_APP,Jeans,3622.84
2026-02-19,D2C_APP,Co-ords,1746.31
2026-02-19,D2C_APP,Trousers,2485.52
2026-02-19,D2C_APP,Jackets,1845.66
2026-02-19,D2C_WEB,Shirts,3333.17
2026-02-19,D2C_WEB,T-Shirts,2039.7
2026-02-19,D2C_WEB,Jeans,1572.51
2026-02-19,D2C_WEB,Co-ords,1014.71
2026-02-19,D2C_WEB,Trousers,1641.39
2026-02-19,D2C_WEB,Jackets,1054.52
2026-02-19,MYNTRA,Shirts,5142.77
2026-02-19,MYNTRA,T-Shirts,6235.5
2026-02-19,MYNTRA,Jeans,3893.69
2026-02-19,MYNTRA,Co-ords,3602.59
2026-02-19,MYNTRA,Trousers,2612.64
2026-02-19,MYNTRA,Jackets,1654.97
2026-02-19,FLIPKART,Shirts,4310.08
2026-02-19,FLIPKART,T-Shirts,2216.46
2026-02-19,FLIPKART,Jeans,3016.85
2026-02-19,FLIPKART,Co-ords,2033.36
2026-02-19,FLIPKART,Trousers,1869.31
2026-02-19,FLIPKART,Jackets,1298.14
2026-02-19,AJIO,Shirts,2768.62
2026-02-19,AJIO,T-Shirts,2286.21
2026-02-19,AJIO,Jeans,1329.1
2026-02-19,AJIO,Co-ords,910.1
2026-02-19,AJIO,Trousers,1072.46
2026-02-19,AJIO,Jackets,852.4
2026-02-20,D2C_APP,Shirts,3812.01
2026-02-20,D2C_APP,T-Shirts,3862.63
2026-02-20,D2C_APP,Jeans,3157.29
2026-02-20,D2C_APP,Co-ords,1747.45
2026-02-20,D2C_APP,Trousers,1904.23
2026-02-20,D2C_APP,Jackets,1223.02
2026-02-20,D2C_WEB,Shirts,3829.67
2026-02-20,D2C_WEB,T-Shirts,2521.22
2026-02-20,D2C_WEB,Jeans,2201.06
2026-02-20,D2C_WEB,Co-ords,1083.11
2026-02-20,D2C_WEB,Trousers,1492.69
2026-02-20,D2C_WEB,Jackets,1139.19
2026-02-20,MYNTRA,Shirts,6784.98
2026-02-20,MYNTRA,T-Shirts,6343.4
2026-02-20,MYNTRA,Jeans,3072.73
2026-02-20,MYNTRA,Co-ords,3483.32
2026-02-20,MYNTRA,Trousers,2071.8
2026-02-20,MYNTRA,Jackets,2029.23
2026-02-20,FLIPKART,Shirts,3843.62
2026-02-20,FLIPKART,T-Shirts,3803.77
2026-02-20,FLIPKART,Jeans,3344.94
2026-02-20,FLIPKART,Co-ords,1513.18
2026-02-20,FLIPKART,Trousers,1776.6
2026-02-20,FLIPKART,Jackets,1159.36
2026-02-20,AJIO,Shirts,1893.97
2026-02-20,AJIO,T-Shirts,2269.68
2026-02-20,AJIO,Jeans,1726.49
2026-02-20,AJIO,Co-ords,1153.47
2026-02-20,AJIO,Trousers,907.0
2026-02-20,AJIO,Jackets,854.53
2026-02-21,D2C_APP,Shirts,8937.05
2026-02-21,D2C_APP,T-Shirts,3865.13
2026-02-21,D2C_APP,Jeans,3830.87
2026-02-21,D2C_APP,Co-ords,2104.29
2026-02-21,D2C_APP,Trousers,2072.32
2026-02-21,D2C_APP,Jackets,2118.86
2026-02-21,D2C_WEB,Shirts,3695.06
2026-02-21,D2C_WEB,T-Shirts,3030.93
2026-02-21,D2C_WEB,Jeans,2483.64
2026-02-21,D2C_WEB,Co-ords,2469.69
2026-02-21,D2C_WEB,Trousers,2093.45
2026-02-21,D2C_WEB,Jackets,1690.04
2026-02-21,MYNTRA,Shirts,8896.37
2026-02-21,MYNTRA,T-Shirts,5546.28
2026-02-21,MYNTRA,Jeans,5050.03
2026-02-21,MYNTRA,Co-ords,2444.14
2026-02-21,MYNTRA,Trousers,3114.58
2026-02-21,MYNTRA,Jackets,2064.04
2026-02-21,FLIPKART,Shirts,4788.31
2026-02-21,FLIPKART,T-Shirts,5170.59
2026-02-21,FLIPKART,Jeans,3389.09
2026-02-21,FLIPKART,Co-ords,2793.82
2026-02-21,FLIPKART,Trousers,1514.29
2026-02-21,FLIPKART,Jackets,1916.92
2026-02-21,AJIO,Shirts,4108.23
2026-02-21,AJIO,T-Shirts,2711.53
2026-02-21,AJIO,Jeans,1704.21
2026-02-21,AJIO,Co-ords,1573.95
2026-02-21,AJIO,Trousers,787.57
2026-02-21,AJIO,Jackets,1053.62
2026-02-22,D2C_APP,Shirts,9584.8
2026-02-22,D2C_APP,T-Shirts,3712.97
2026-02-22,D2C_APP,Jeans,4189.44
2026-02-22,D2C_APP,Co-ords,3042.82
2026-02-22,D2C_APP,Trousers,1806.21
2026-02-22,D2C_APP,Jackets,2227.4
2026-02-22,D2C_WEB,Shirts,4186.54
2026-02-22,D2C_WEB,T-Shirts,4459.61
2026-02-22,D2C_WEB,Jeans,3242.0
2026-02-22,D2C_WEB,Co-ords,2373.75
2026-02-22,D2C_WEB,Trousers,1674.91
2026-02-22,D2C_WEB,Jackets,1152.03
2026-02-22,MYNTRA,Shirts,10140.4
2026-02-22,MYNTRA,T-Shirts,6058.73
2026-02-22,MYNTRA,Jeans,6681.23
2026-02-22,MYNTRA,Co-ords,3321.35
2026-02-22,MYNTRA,Trousers,2514.45
2026-02-22,MYNTRA,Jackets,2803.57
2026-02-22,FLIPKART,Shirts,4068.24
2026-02-22,FLIPKART,T-Shirts,4388.03
2026-02-22,FLIPKART,Jeans,4044.65
2026-02-22,FLIPKART,Co-ords,3008.74
2026-02-22,FLIPKART,Trousers,1468.24
2026-02-22,FLIPKART,Jackets,1131.64
2026-02-22,AJIO,Shirts,3959.46
2026-02-22,AJIO,T-Shirts,2832.27
2026-02-22,AJIO,Jeans,2209.16
2026-02-22,AJIO,Co-ords,1422.02
2026-02-22,AJIO,Trousers,886.4
2026-02-22,AJIO,Jackets,585.27
2026-02-23,D2C_APP,Shirts,7335.25
2026-02-23,D2C_APP,T-Shirts,4249.94
2026-02-23,D2C_APP,Jeans,4423.16
2026-02-23,D2C_APP,Co-ords,1651.49
2026-02-23,D2C_APP,Trousers,1959.91
2026-02-23,D2C_APP,Jackets,1984.29
2026-02-23,D2C_WEB,Shirts,2718.49
2026-02-23,D2C_WEB,T-Shirts,2283.27
2026-02-23,D2C_WEB,Jeans,2196.23
2026-02-23,D2C_WEB,Co-ords,1592.29
2026-02-23,D2C_WEB,Trousers,1466.3
2026-02-23,D2C_WEB,Jackets,902.88
2026-02-23,MYNTRA,Shirts,7280.87
2026-02-23,MYNTRA,T-Shirts,6676.6
2026-02-23,MYNTRA,Jeans,4575.27
2026-02-23,MYNTRA,Co-ords,3674.21
2026-02-23,MYNTRA,Trousers,2115.49
2026-02-23,MYNTRA,Jackets,2321.75
2026-02-23,FLIPKART,Shirts,5153.1
2026-02-23,FLIPKART,T-Shirts,2927.65
2026-02-23,FLIPKART,Jeans,2290.02
2026-02-23,FLIPKART,Co-ords,2038.58
2026-02-23,FLIPKART,Trousers,1881.65
2026-02-23,FLIPKART,Jackets,1479.63
2026-02-23,AJIO,Shirts,3046.43
2026-02-23,AJIO,T-Shirts,2087.3
2026-02-23,AJIO,Jeans,1608.3
2026-02-23,AJIO,Co-ords,1337.23
2026-02-23,AJIO,Trousers,569.14
2026-02-23,AJIO,Jackets,768.08
2026-02-24,D2C_APP,Shirts,7480.21
2026-02-24,D2C_APP,T-Shirts,5036.67
2026-02-24,D2C_APP,Jeans,3833.3
2026-02-24,D2C_APP,Co-ords,2531.75
2026-02-24,D2C_APP,Trousers,2214.7
2026-02-24,D2C_APP,Jackets,1091.53
2026-02-24,D2C_WEB,Shirts,3343.75
2026-02-24,D2C_WEB,T-Shirts,3586.52
2026-02-24,D2C_WEB,Jeans,2830.35
2026-02-24,D2C_WEB,Co-ords,1953.5
2026-02-24,D2C_WEB,Trousers,1650.76
2026-02-24,D2C_WEB,Jackets,760.84
2026-02-24,MYNTRA,Shirts,7567.63
2026-02-24,MYNTRA,T-Shirts,3388.72
2026-02-24,MYNTRA,Jeans,3367.81
2026-02-24,MYNTRA,Co-ords,2506.33
2026-02-24,MYNTRA,Trousers,2685.34
2026-02-24,MYNTRA,Jackets,1900.83
2026-02-24,FLIPKART,Shirts,5182.29
2026-02-24,FLIPKART,T-Shirts,3978.72
2026-02-24,FLIPKART,Jeans,3101.35
2026-02-24,FLIPKART,Co-ords,1579.86
2026-02-24,FLIPKART,Trousers,1650.1
2026-02-24,FLIPKART,Jackets,788.92
2026-02-24,AJIO,Shirts,3067.07
2026-02-24,AJIO,T-Shirts,1944.39
2026-02-24,AJIO,Jeans,1757.53
2026-02-24,AJIO,Co-ords,745.64
2026-02-24,AJIO,Trousers,666.47
2026-02-24,AJIO,Jackets,770.26
2026-02-25,D2C_APP,Shirts,4320.96
2026-02-25,D2C_APP,T-Shirts,3515.08
2026-02-25,D2C_APP,Jeans,4106.66
2026-02-25,D2C_APP,Co-ords,2186.53
2026-02-25,D2C_APP,Trousers,1539.7
2026-02-25,D2C_APP,Jackets,1292.39
2026-02-25,D2C_WEB,Shirts,2558.67
2026-02-25,D2C_WEB,T-Shirts,2367.06
2026-02-25,D2C_WEB,Jeans,2067.08
2026-02-25,D2C_WEB,Co-ords,1714.01
2026-02-25,D2C_WEB,Trousers,1424.05
2026-02-25,D2C_WEB,Jackets,1266.29
2026-02-25,MYNTRA,Shirts,7943.52
2026-02-25,MYNTRA,T-Shirts,3420.08
2026-02-25,MYNTRA,Jeans,3495.38
2026-02-25,MYNTRA,Co-ords,2058.59
2026-02-25,MYNTRA,Trousers,2934.1
2026-02-25,MYNTRA,Jackets,1620.49
2026-02-25,FLIPKART,Shirts,4443.57
2026-02-25,FLIPKART,T-Shirts,2192.71
2026-02-25,FLIPKART,Jeans,3121.39
2026-02-25,FLIPKART,Co-ords,2322.28
2026-02-25,FLIPKART,Trousers,1687.91
2026-02-25,FLIPKART,Jackets,1002.96
2026-02-25,AJIO,Shirts,2100.16
2026-02-25,AJIO,T-Shirts,1268.78
2026-02-25,AJIO,Jeans,1941.39
2026-02-25,AJIO,Co-ords,804.01
2026-02-25,AJIO,Trousers,678.22
2026-02-25,AJIO,Jackets,516.19
2026-02-26,D2C_APP,Shirts,4835.2
2026-02-26,D2C_APP,T-Shirts,5493.0
2026-02-26,D2C_APP,Jeans,3282.59
2026-02-26,D2C_APP,Co-ords,2657.56
2026-02-26,D2C_APP,Trousers,2296.55
2026-02-26,D2C_APP,Jackets,1700.42
2026-02-26,D2C_WEB,Shirts,4271.93
2026-02-26,D2C_WEB,T-Shirts,2440.5
2026-02-26,D2C_WEB,Jeans,2247.98
2026-02-26,D2C_WEB,Co-ords,1568.97
2026-02-26,D2C_WEB,Trousers,941.77
2026-02-26,D2C_WEB,Jackets,905.3
2026-02-26,MYNTRA,Shirts,5192.49
2026-02-26,MYNTRA,T-Shirts,6631.04
2026-02-26,MYNTRA,Jeans,4929.33
2026-02-26,MYNTRA,Co-ords,3579.16
2026-02-26,MYNTRA,Trousers,2406.94
2026-02-26,MYNTRA,Jackets,1493.93
2026-02-26,FLIPKART,Shirts,5875.69
2026-02-26,FLIPKART,T-Shirts,2574.83
2026-02-26,FLIPKART,Jeans,3280.23
2026-02-26,FLIPKART,Co-ords,1745.59
2026-02-26,FLIPKART,Trousers,1134.22
2026-02-26,FLIPKART,Jackets,1058.95
2026-02-26,AJIO,Shirts,3049.03
2026-02-26,AJIO,T-Shirts,2394.49
2026-02-26,AJIO,Jeans,1798.62
2026-02-26,AJIO,Co-ords,1305.82
2026-02-26,AJIO,Trousers,766.9
2026-02-26,AJIO,Jackets,761.21
2026-02-27,D2C_APP,Shirts,6491.92
2026-02-27,D2C_APP,T-Shirts,4386.87
2026-02-27,D2C_APP,Jeans,2301.53
2026-02-27,D2C_APP,Co-ords,2676.48
2026-02-27,D2C_APP,Trousers,2485.15
2026-02-27,D2C_APP,Jackets,1679.54
2026-02-27,D2C_WEB,Shirts,4534.21
2026-02-27,D2C_WEB,T-Shirts,2986.76
2026-02-27,D2C_WEB,Jeans,1739.97
2026-02-27,D2C_WEB,Co-ords,1686.49
2026-02-27,D2C_WEB,Trousers,1014.56
2026-02-27,D2C_WEB,Jackets,954.64
2026-02-27,MYNTRA,Shirts,5743.07
2026-02-27,MYNTRA,T-Shirts,6759.63
2026-02-27,MYNTRA,Jeans,4697.4
2026-02-27,MYNTRA,Co-ords,2943.34
2026-02-27,MYNTRA,Trousers,2198.81
2026-02-27,MYNTRA,Jackets,1381.82
2026-02-27,FLIPKART,Shirts,4261.13
2026-02-27,FLIPKART,T-Shirts,3994.79
2026-02-27,FLIPKART,Jeans,2380.41
2026-02-27,FLIPKART,Co-ords,2253.73
2026-02-27,FLIPKART,Trousers,1526.95
2026-02-27,FLIPKART,Jackets,1556.63
2026-02-27,AJIO,Shirts,2200.98
2026-02-27,AJIO,T-Shirts,2174.91
2026-02-27,AJIO,Jeans,1239.51
2026-02-27,AJIO,Co-ords,929.56
2026-02-27,AJIO,Trousers,653.14
2026-02-27,AJIO,Jackets,758.27
2026-02-28,D2C_APP,Shirts,7241.18
2026-02-28,D2C_APP,T-Shirts,6751.51
2026-02-28,D2C_APP,Jeans,4303.77
2026-02-28,D2C_APP,Co-ords,3187.86
2026-02-28,D2C_APP,Trousers,3117.92
2026-02-28,D2C_APP,Jackets,1831.01
2026-02-28,D2C_WEB,Shirts,5212.82
2026-02-28,D2C_WEB,T-Shirts,4073.6
2026-02-28,D2C_WEB,Jeans,2638.87
2026-02-28,D2C_WEB,Co-ords,1329.97
2026-02-28,D2C_WEB,Trousers,1119.43
2026-02-28,D2C_WEB,Jackets,1011.12
2026-02-28,MYNTRA,Shirts,10184.02
2026-02-28,MYNTRA,T-Shirts,7302.79
2026-02-28,MYNTRA,Jeans,6035.63
2026-02-28,MYNTRA,Co-ords,3954.02
2026-02-28,MYNTRA,Trousers,3612.55
2026-02-28,MYNTRA,Jackets,3171.27
2026-02-28,FLIPKART,Shirts,6482.67
2026-02-28,FLIPKART,T-Shirts,5522.33
2026-02-28,FLIPKART,Jeans,3641.17
2026-02-28,FLIPKART,Co-ords,2428.85
2026-02-28,FLIPKART,Trousers,1808.64
2026-02-28,FLIPKART,Jackets,1748.83
2026-02-28,AJIO,Shirts,2853.49
2026-02-28,AJIO,T-Shirts,2373.28
2026-02-28,AJIO,Jeans,1971.23
2026-02-28,AJIO,Co-ords,1013.63
2026-02-28,AJIO,Trousers,1145.08
2026-02-28,AJIO,Jackets,637.16
2026-03-01,D2C_APP,Shirts,7125.92
2026-03-01,D2C_APP,T-Shirts,4811.35
2026-03-01,D2C_APP,Jeans,3785.7
2026-03-01,D2C_APP,Co-ords,3915.84
2026-03-01,D2C_APP,Trousers,1798.47
2026-03-01,D2C_APP,Jackets,2095.48
2026-03-01,D2C_WEB,Shirts,5778.07
2026-03-01,D2C_WEB,T-Shirts,3503.42
2026-03-01,D2C_WEB,Jeans,2458.31
2026-03-01,D2C_WEB,Co-ords,1826.38
2026-03-01,D2C_WEB,Trousers,1277.07
2026-03-01,D2C_WEB,Jackets,1570.76
2026-03-01,MYNTRA,Shirts,8613.66
2026-03-01,MYNTRA,T-Shirts,7216.04
2026-03-01,MYNTRA,Jeans,6757.38
2026-03-01,MYNTRA,Co-ords,2732.91
2026-03-01,MYNTRA,Trousers,3673.52
2026-03-01,MYNTRA,Jackets,2435.08
2026-03-01,FLIPKART,Shirts,6942.79
2026-03-01,FLIPKART,T-Shirts,2837.84
2026-03-01,FLIPKART,Jeans,4491.84
2026-03-01,FLIPKART,Co-ords,1754.96
2026-03-01,FLIPKART,Trousers,2270.97
2026-03-01,FLIPKART,Jackets,1585.33
2026-03-01,AJIO,Shirts,3888.4
2026-03-01,AJIO,T-Shirts,2032.11
2026-03-01,AJIO,Jeans,2193.09
2026-03-01,AJIO,Co-ords,1359.26
2026-03-01,AJIO,Trousers,821.7
2026-03-01,AJIO,Jackets,1152.41
2026-03-02,D2C_APP,Shirts,5294.82
2026-03-02,D2C_APP,T-Shirts,3379.22
2026-03-02,D2C_APP,Jeans,4222.31
2026-03-02,D2C_APP,Co-ords,2223.87
2026-03-02,D2C_APP,Trousers,2295.47
2026-03-02,D2C_APP,Jackets,1155.97
2026-03-02,D2C_WEB,Shirts,4009.39
2026-03-02,D2C_WEB,T-Shirts,2628.86
2026-03-02,D2C_WEB,Jeans,2974.1
2026-03-02,D2C_WEB,Co-ords,1847.93
2026-03-02,D2C_WEB,Trousers,1142.56
2026-03-02,D2C_WEB,Jackets,759.43
2026-03-02,MYNTRA,Shirts,8493.04
2026-03-02,MYNTRA,T-Shirts,4834.0
2026-03-02,MYNTRA,Jeans,5249.17
2026-03-02,MYNTRA,Co-ords,2507.79
2026-03-02,MYNTRA,Trousers,2717.7
2026-03-02,MYNTRA,Jackets,1613.05
2026-03-02,FLIPKART,Shirts,3321.98
2026-03-02,FLIPKART,T-Shirts,2893.05
2026-03-02,FLIPKART,Jeans,2755.25
2026-03-02,FLIPKART,Co-ords,1591.25
2026-03-02,FLIPKART,Trousers,1619.42
2026-03-02,FLIPKART,Jackets,1294.25
2026-03-02,AJIO,Shirts,1713.97
2026-03-02,AJIO,T-Shirts,1304.03
2026-03-02,AJIO,Jeans,1080.41
2026-03-02,AJIO,Co-ords,1319.3
2026-03-02,AJIO,Trousers,652.34
2026-03-02,AJIO,Jackets,644.15
2026-03-03,D2C_APP,Shirts,5982.38
2026-03-03,D2C_APP,T-Shirts,4367.13
2026-03-03,D2C_APP,Jeans,2775.65
2026-03-03,D2C_APP,Co-ords,2712.62
2026-03-03,D2C_APP,Trousers,1992.46
2026-03-03,D2C_APP,Jackets,1141.41
2026-03-03,D2C_WEB,Shirts,2953.8
2026-03-03,D2C_WEB,T-Shirts,2588.65
2026-03-03,D2C_WEB,Jeans,2907.17
2026-03-03,D2C_WEB,Co-ords,1641.3
2026-03-03,D2C_WEB,Trousers,847.92
2026-03-03,D2C_WEB,Jackets,1054.29
2026-03-03,MYNTRA,Shirts,6460.7
2026-03-03,MYNTRA,T-Shirts,5989.82
2026-03-03,MYNTRA,Jeans,3076.14
2026-03-03,MYNTRA,Co-ords,3226.58
2026-03-03,MYNTRA,Trousers,2402.26
2026-03-03,MYNTRA,Jackets,1867.33
2026-03-03,FLIPKART,Shirts,4199.32
2026-03-03,FLIPKART,T-Shirts,2359.47
2026-03-03,FLIPKART,Jeans,3391.11
2026-03-03,FLIPKART,Co-ords,1888.25
2026-03-03,FLIPKART,Trousers,1787.01
2026-03-03,FLIPKART,Jackets,1125.71
2026-03-03,AJIO,Shirts,2921.8
2026-03-03,AJIO,T-Shirts,1942.79
2026-03-03,AJIO,Jeans,1760.97
2026-03-03,AJIO,Co-ords,1149.06
2026-03-03,AJIO,Trousers,834.15
2026-03-03,AJIO,Jackets,664.72
2026-03-04,D2C_APP,Shirts,4335.24
2026-03-04,D2C_APP,T-Shirts,3920.58
2026-03-04,D2C_APP,Jeans,3705.47
2026-03-04,D2C_APP,Co-ords,2937.95
2026-03-04,D2C_APP,Trousers,2025.0
2026-03-04,D2C_APP,Jackets,1979.83
2026-03-04,D2C_WEB,Shirts,2768.79
2026-03-04,D2C_WEB,T-Shirts,1925.17
2026-03-04,D2C_WEB,Jeans,2834.42
2026-03-04,D2C_WEB,Co-ords,1438.6
2026-03-04,D2C_WEB,Trousers,1067.09
2026-03-04,D2C_WEB,Jackets,910.03
2026-03-04,MYNTRA,Shirts,5042.69
2026-03-04,MYNTRA,T-Shirts,6137.2
2026-03-04,MYNTRA,Jeans,5226.77
2026-03-04,MYNTRA,Co-ords,2045.83
2026-03-04,MYNTRA,Trousers,1802.44
2026-03-04,MYNTRA,Jackets,1484.32
2026-03-04,FLIPKART,Shirts,4003.49
2026-03-04,FLIPKART,T-Shirts,3500.08
2026-03-04,FLIPKART,Jeans,3341.97
2026-03-04,FLIPKART,Co-ords,1514.15
2026-03-04,FLIPKART,Trousers,1460.48
2026-03-04,FLIPKART,Jackets,1229.71
2026-03-04,AJIO,Shirts,3118.76
2026-03-04,AJIO,T-Shirts,2434.19
2026-03-04,AJIO,Jeans,1842.62
2026-03-04,AJIO,Co-ords,1146.94
2026-03-04,AJIO,Trousers,622.29
2026-03-04,AJIO,Jackets,800.72
2026-03-05,D2C_APP,Shirts,6851.33
2026-03-05,D2C_APP,T-Shirts,4434.53
2026-03-05,D2C_APP,Jeans,3279.96
2026-03-05,D2C_APP,Co-ords,2281.04
2026-03-05,D2C_APP,Trousers,1742.19
2026-03-05,D2C_APP,Jackets,1161.35
2026-03-05,D2C_WEB,Shirts,3809.5
2026-03-05,D2C_WEB,T-Shirts,1953.22
2026-03-05,D2C_WEB,Jeans,2343.15
2026-03-05,D2C_WEB,Co-ords,1458.84
2026-03-05,D2C_WEB,Trousers,1169.3
2026-03-05,D2C_WEB,Jackets,1303.79
2026-03-05,MYNTRA,Shirts,4702.9
2026-03-05,MYNTRA,T-Shirts,3987.41
2026-03-05,MYNTRA,Jeans,4501.79
2026-03-05,MYNTRA,Co-ords,3533.23
2026-03-05,MYNTRA,Trousers,1891.18
2026-03-05,MYNTRA,Jackets,1948.38
2026-03-05,FLIPKART,Shirts,3513.6
2026-03-05,FLIPKART,T-Shirts,3851.93
2026-03-05,FLIPKART,Jeans,3459.72
2026-03-05,FLIPKART,Co-ords,1741.94
2026-03-05,FLIPKART,Trousers,1566.88
2026-03-05,FLIPKART,Jackets,1399.83
2026-03-05,AJIO,Shirts,3069.13
2026-03-05,AJIO,T-Shirts,2129.25
2026-03-05,AJIO,Jeans,1520.02
2026-03-05,AJIO,Co-ords,780.27
2026-03-05,AJIO,Trousers,841.94
2026-03-05,AJIO,Jackets,883.86
2026-03-06,D2C_APP,Shirts,4228.4
2026-03-06,D2C_APP,T-Shirts,5245.25
2026-03-06,D2C_APP,Jeans,4167.08
2026-03-06,D2C_APP,Co-ords,2991.31
2026-03-06,D2C_APP,Trousers,2083.46
2026-03-06,D2C_APP,Jackets,1634.19
2026-03-06,D2C_WEB,Shirts,3644.43
2026-03-06,D2C_WEB,T-Shirts,2896.23
2026-03-06,D2C_WEB,Jeans,1520.99
2026-03-06,D2C_WEB,Co-ords,1501.44
2026-03-06,D2C_WEB,Trousers,1333.32
2026-03-06,D2C_WEB,Jackets,1289.6
2026-03-06,MYNTRA,Shirts,6317.63
2026-03-06,MYNTRA,T-Shirts,4966.95
2026-03-06,MYNTRA,Jeans,5390.22
2026-03-06,MYNTRA,Co-ords,3541.4
2026-03-06,MYNTRA,Trousers,1728.74
2026-03-06,MYNTRA,Jackets,1969.54
2026-03-06,FLIPKART,Shirts,5276.83
2026-03-06,FLIPKART,T-Shirts,4300.95
2026-03-06,FLIPKART,Jeans,2062.2
2026-03-06,FLIPKART,Co-ords,1879.38
2026-03-06,FLIPKART,Trousers,1748.95
2026-03-06,FLIPKART,Jackets,1394.4
2026-03-06,AJIO,Shirts,1747.78
2026-03-06,AJIO,T-Shirts,1311.67
2026-03-06,AJIO,Jeans,1143.42
2026-03-06,AJIO,Co-ords,1063.5
2026-03-06,AJIO,Trousers,716.25
