return_id,order_id,return_date,return_reason,refund_amount,reverse_logistics_cost
RT0063338,SN251024063338,2025-11-05,Style/fit not as expected,1912.0,80
RT0063347,SN251211063347,2025-12-17,Changed mind,1296.77,80
RT0063361,SN260126063361,2026-02-09,Wrong item delivered,2886.74,80
RT0063386,SN260102063386,2026-01-12,Style/fit not as expected,1262.55,80
RT0063394,SN251112063394,2025-11-21,Size issue,875.35,80
RT0063398,SN251225063398,2025-12-29,Size issue,1771.41,80
RT0063411,SN260122063411,2026-02-01,Wrong item delivered,1978.33,80
RT0063416,SN251208063416,2025-12-10,Size issue,2316.44,80
RT0063427,SN260125063427,2026-01-31,Quality not as expected,1474.7,80
RT0063433,SN260309063433,2026-03-21,Style/fit not as expected,2389.2,80
RT0063442,SN260316063442,2026-03-19,Late delivery,3148.7,80
RT0063458,SN251209063458,2025-12-13,Style/fit not as expected,2524.89,80
RT0063459,SN251118063459,2025-11-23,Size issue,809.63,80
RT0063474,SN251021063474,2025-11-03,Size issue,1244.45,80
RT0063487,SN251113063487,2025-11-17,Quality not as expected,1814.92,80
RT0063497,SN251121063497,2025-12-02,Size issue,1055.48,80
RT0063503,SN260127063503,2026-02-10,Size issue,1103.86,80
RT0063507,SN260101063507,2026-01-13,Size issue,2944.14,80
RT0063509,SN251004063509,2025-10-18,Quality not as expected,1688.15,80
RT0063514,SN260123063514,2026-02-06,Size issue,867.0,80
RT0063524,SN251230063524,2026-01-01,Style/fit not as expected,1536.77,80
RT0063533,SN251008063533,2025-10-22,Style/fit not as expected,975.75,80
RT0063536,SN260312063536,2026-03-17,Size issue,738.3,80
RT0063542,SN251221063542,2025-12-23,Style/fit not as expected,1675.38,80
RT0063544,SN260218063544,2026-03-02,Late delivery,1120.22,80
RT0063547,SN251206063547,2025-12-20,Quality not as expected,1623.9,80
RT0063548,SN251017063548,2025-10-24,Size issue,1421.74,80
RT0063554,SN251120063554,2025-12-03,Changed mind,3566.78,80
RT0063573,SN251207063573,2025-12-17,Size issue,2633.56,80
RT0063574,SN251001063574,2025-10-06,Quality not as expected,1553.96,80
RT0063579,SN251224063579,2026-01-06,Size issue,5264.06,80
RT0063581,SN251223063581,2026-01-04,Size issue,1569.41,80
RT0063582,SN260113063582,2026-01-20,Style/fit not as expected,1810.44,80
RT0063586,SN260206063586,2026-02-13,Style/fit not as expected,1271.61,80
RT0063610,SN251202063610,2025-12-09,Quality not as expected,1593.46,80
RT0063613,SN251019063613,2025-10-23,Late delivery,1609.96,80
RT0063617,SN251004063617,2025-10-16,Style/fit not as expected,6989.16,80
RT0063619,SN260302063619,2026-03-04,Size issue,1316.6,80
RT0063622,SN251226063622,2026-01-05,Style/fit not as expected,1512.54,80
RT0063635,SN260126063635,2026-02-06,Size issue,9615.54,0
RT0063650,SN260204063650,2026-02-06,Wrong item delivered,1561.74,80
RT0063652,SN260317063652,2026-03-20,Wrong item delivered,2497.44,80
RT0063656,SN260113063656,2026-01-17,Changed mind,1851.71,80
RT0063660,SN251224063660,2025-12-30,Size issue,1714.36,80
RT0063664,SN260210063664,2026-02-23,Size issue,1874.3,80
RT0063666,SN251025063666,2025-11-01,Wrong item delivered,1236.91,80
RT0063667,SN251016063667,2025-10-18,Quality not as expected,1488.73,80
RT0063674,SN251022063674,2025-10-25,Size issue,2263.88,80
RT0063684,SN260107063684,2026-01-11,Late delivery,1178.16,80
RT0063685,SN260223063685,2026-03-05,Size issue,1310.0,80
RT0063691,SN251021063691,2025-10-29,Quality not as expected,722.64,0
RT0063693,SN260206063693,2026-02-12,Quality not as expected,839.41,80
RT0063694,SN260320063694,2026-03-30,Size issue,1466.8,80
RT0063695,SN260108063695,2026-01-16,Wrong item delivered,1443.0,80
RT0063701,SN251108063701,2025-11-16,Style/fit not as expected,1757.46,80
RT0063702,SN260303063702,2026-03-08,Quality not as expected,1613.01,80
RT0063705,SN260104063705,2026-01-16,Size issue,838.25,80
RT0063707,SN251001063707,2025-10-14,Size issue,2434.01,80
RT0063708,SN251007063708,2025-10-18,Quality not as expected,2519.43,80
RT0063711,SN251107063711,2025-11-09,Style/fit not as expected,1241.01,80
RT0063714,SN251107063714,2025-11-19,Quality not as expected,1331.64,80
RT0063717,SN260209063717,2026-02-15,Size issue,785.38,80
RT0063742,SN251120063742,2025-11-22,Style/fit not as expected,1817.84,80
RT0063743,SN260305063743,2026-03-18,Size issue,1009.34,80
RT0063748,SN251001063748,2025-10-03,Changed mind,1443.22,80
RT0063752,SN260201063752,2026-02-08,Size issue,1756.8,80
RT0063755,SN260126063755,2026-02-05,Changed mind,975.41,80
RT0063763,SN251203063763,2025-12-14,Size issue,1339.54,80
RT0063767,SN260311063767,2026-03-22,Size issue,2099.31,80
RT0063769,SN260106063769,2026-01-16,Style/fit not as expected,1305.32,80
RT0063787,SN260210063787,2026-02-22,Quality not as expected,1999.68,80
RT0063788,SN251203063788,2025-12-09,Style/fit not as expected,1696.99,80
RT0063789,SN260313063789,2026-03-17,Style/fit not as expected,1338.89,80
RT0063790,SN260113063790,2026-01-15,Wrong item delivered,2112.2,80
RT0063793,SN251125063793,2025-12-04,Changed mind,1048.47,80
RT0063795,SN260317063795,2026-03-28,Size issue,1403.77,80
RT0063796,SN260222063796,2026-03-06,Style/fit not as expected,2093.09,0
RT0063801,SN260214063801,2026-02-20,Quality not as expected,713.4,80
RT0063822,SN251123063822,2025-11-29,Wrong item delivered,1267.57,80
RT0063824,SN260226063824,2026-03-03,Size issue,783.14,80
RT0063836,SN251027063836,2025-11-04,Size issue,2244.42,80
RT0063846,SN260120063846,2026-01-29,Changed mind,1199.41,80
RT0063859,SN260110063859,2026-01-20,Wrong item delivered,1330.74,80
RT0063861,SN251005063861,2025-10-18,Size issue,1234.36,80
RT0063866,SN260206063866,2026-02-12,Size issue,3128.9,80
RT0063875,SN260314063875,2026-03-20,Style/fit not as expected,1126.41,80
RT0063877,SN251010063877,2025-10-18,Wrong item delivered,1438.82,80
RT0063884,SN260312063884,2026-03-19,Wrong item delivered,1174.37,80
RT0063896,SN251103063896,2025-11-15,Size issue,1225.02,80
RT0063907,SN260302063907,2026-03-10,Size issue,3008.14,80
RT0063923,SN260325063923,2026-03-27,Size issue,3023.6,80
RT0063930,SN260130063930,2026-02-13,Size issue,1779.78,80
RT0063945,SN251104063945,2025-11-16,Size issue,2047.39,80
RT0063951,SN260225063951,2026-03-01,Style/fit not as expected,1311.65,80
RT0063952,SN251107063952,2025-11-10,Size issue,1576.3,80
RT0063960,SN251014063960,2025-10-27,Quality not as expected,1152.72,80
RT0063966,SN260129063966,2026-02-08,Size issue,3409.22,80
RT0063968,SN251105063968,2025-11-18,Late delivery,1354.49,80
RT0063969,SN260110063969,2026-01-18,Style/fit not as expected,1555.69,80
RT0063970,SN251004063970,2025-10-09,Size issue,1269.18,80
RT0063971,SN251208063971,2025-12-15,Changed mind,1490.21,80
RT0063980,SN251001063980,2025-10-04,Size issue,1373.03,80
RT0063996,SN251206063996,2025-12-09,Quality not as expected,4363.56,80
RT0064007,SN260224064007,2026-03-10,Wrong item delivered,1487.71,80
RT0064020,SN260305064020,2026-03-12,Style/fit not as expected,2351.15,0
RT0064038,SN251027064038,2025-11-02,Size issue,1058.0,80
RT0064039,SN260304064039,2026-03-15,Style/fit not as expected,1009.44,80
RT0064041,SN251010064041,2025-10-20,Changed mind,1483.27,80
RT0064044,SN251020064044,2025-10-22,Size issue,1785.67,80
RT0064045,SN251022064045,2025-10-27,Changed mind,2101.72,80
RT0064055,SN251225064055,2025-12-31,Wrong item delivered,1356.47,80
RT0064058,SN260228064058,2026-03-07,Size issue,802.83,80
RT0064063,SN251219064063,2025-12-21,Late delivery,912.14,80
RT0064067,SN251231064067,2026-01-11,Size issue,1529.7,80
RT0064071,SN260106064071,2026-01-11,Wrong item delivered,1306.34,80
RT0064085,SN260101064085,2026-01-15,Changed mind,8225.79,80
RT0064094,SN251006064094,2025-10-17,Size issue,1136.98,80
RT0064105,SN251216064105,2025-12-23,Late delivery,589.12,80
RT0064120,SN251013064120,2025-10-17,Size issue,895.87,80
RT0064126,SN260123064126,2026-02-06,Changed mind,1451.57,80
RT0064127,SN251122064127,2025-12-03,Style/fit not as expected,1130.55,80
RT0064132,SN260311064132,2026-03-23,Changed mind,1784.97,80
RT0064139,SN251004064139,2025-10-16,Size issue,1357.5,80
RT0064158,SN260129064158,2026-02-08,Late delivery,2458.6,80
RT0064162,SN260303064162,2026-03-15,Size issue,765.07,80
RT0064168,SN260313064168,2026-03-26,Quality not as expected,1921.68,80
RT0064174,SN260124064174,2026-02-04,Size issue,1615.4,80
RT0064176,SN251112064176,2025-11-25,Size issue,1461.81,80
RT0064180,SN260219064180,2026-02-26,Wrong item delivered,1677.4,80
RT0064197,SN251108064197,2025-11-19,Quality not as expected,737.48,80
RT0064200,SN260116064200,2026-01-27,Size issue,1391.31,80
RT0064208,SN251031064208,2025-11-07,Quality not as expected,2074.33,80
RT0064210,SN251004064210,2025-10-13,Size issue,3260.78,80
RT0064214,SN260322064214,2026-03-31,Size issue,1512.7,80
RT0064218,SN260305064218,2026-03-18,Changed mind,768.08,80
RT0064232,SN251012064232,2025-10-23,Quality not as expected,1336.77,80
RT0064235,SN251027064235,2025-11-01,Changed mind,1890.27,80
RT0064239,SN251128064239,2025-12-11,Quality not as expected,1561.95,80
RT0064243,SN251006064243,2025-10-13,Size issue,1993.83,80
RT0064251,SN251023064251,2025-11-01,Style/fit not as expected,1686.48,80
RT0064255,SN260106064255,2026-01-16,Style/fit not as expected,1043.82,80
RT0064260,SN260224064260,2026-03-09,Quality not as expected,1937.18,80
RT0064265,SN251116064265,2025-11-21,Quality not as expected,1062.52,80
RT0064267,SN251114064267,2025-11-27,Quality not as expected,850.83,80
RT0064273,SN260210064273,2026-02-21,Size issue,2532.72,80
RT0064274,SN251021064274,2025-10-23,Changed mind,3008.56,80
RT0064275,SN251009064275,2025-10-16,Size issue,1089.65,80
RT0064280,SN260313064280,2026-03-26,Changed mind,4422.06,80
RT0064285,SN251001064285,2025-10-09,Style/fit not as expected,1431.13,80
RT0064301,SN260125064301,2026-02-08,Size issue,1094.17,80
RT0064302,SN260101064302,2026-01-08,Size issue,1063.17,80
RT0064316,SN260210064316,2026-02-13,Late delivery,1410.36,80
RT0064322,SN260202064322,2026-02-06,Wrong item delivered,2956.99,80
RT0064343,SN260209064343,2026-02-11,Size issue,1540.94,80
RT0064346,SN251228064346,2026-01-05,Size issue,1630.71,80
RT0064352,SN260130064352,2026-02-08,Size issue,1779.69,80
RT0064360,SN260302064360,2026-03-04,Changed mind,2227.39,80
RT0064363,SN251028064363,2025-11-06,Size issue,959.62,0
RT0064364,SN251002064364,2025-10-04,Size issue,562.95,80
RT0064374,SN251107064374,2025-11-09,Size issue,3533.06,80
RT0064379,SN251011064379,2025-10-24,Quality not as expected,1706.75,80
RT0064402,SN260130064402,2026-02-08,Size issue,1428.27,80
RT0064406,SN260109064406,2026-01-23,Size issue,1363.85,80
RT0064407,SN260324064407,2026-03-29,Size issue,572.66,80
RT0064414,SN260314064414,2026-03-20,Style/fit not as expected,4779.44,80
RT0064418,SN260123064418,2026-01-25,Size issue,2854.88,80
RT0064420,SN260215064420,2026-02-21,Late delivery,1173.39,80
RT0064421,SN251018064421,2025-10-28,Style/fit not as expected,1749.75,80
RT0064435,SN251111064435,2025-11-17,Size issue,3026.04,80
RT0064438,SN260107064438,2026-01-20,Size issue,789.04,80
RT0064440,SN251028064440,2025-11-05,Quality not as expected,1450.68,80
RT0064450,SN260103064450,2026-01-05,Size issue,681.94,80
RT0064457,SN260320064457,2026-03-23,Wrong item delivered,861.88,80
RT0064469,SN251022064469,2025-11-02,Changed mind,1418.67,80
RT0064470,SN260204064470,2026-02-09,Size issue,2607.98,0
RT0064471,SN260105064471,2026-01-17,Size issue,1441.41,80
RT0064504,SN251209064504,2025-12-21,Style/fit not as expected,1709.12,80
RT0064516,SN260115064516,2026-01-19,Quality not as expected,1503.43,80
RT0064517,SN251213064517,2025-12-18,Late delivery,3576.12,80
RT0064518,SN251031064518,2025-11-03,Size issue,1148.91,80
RT0064525,SN260210064525,2026-02-21,Size issue,891.89,80
RT0064532,SN260303064532,2026-03-16,Size issue,1173.82,0
RT0064539,SN251030064539,2025-11-05,Changed mind,1125.74,80
RT0064541,SN251207064541,2025-12-10,Style/fit not as expected,1472.96,80
RT0064543,SN251128064543,2025-12-08,Style/fit not as expected,1082.81,80
RT0064544,SN260208064544,2026-02-13,Style/fit not as expected,766.52,80
RT0064548,SN260218064548,2026-02-22,Style/fit not as expected,2507.86,80
RT0064549,SN251115064549,2025-11-29,Size issue,1261.84,80
RT0064550,SN251021064550,2025-10-29,Style/fit not as expected,3747.78,80
RT0064552,SN260207064552,2026-02-20,Quality not as expected,2168.46,80
RT0064554,SN260127064554,2026-02-06,Size issue,1600.79,80
RT0064568,SN260109064568,2026-01-19,Style/fit not as expected,2317.42,80
RT0064574,SN260308064574,2026-03-15,Size issue,1223.02,80
RT0064585,SN260110064585,2026-01-15,Size issue,763.49,80
RT0064587,SN251124064587,2025-11-27,Changed mind,632.25,80
RT0064589,SN251122064589,2025-11-28,Quality not as expected,1898.78,80
RT0064600,SN251124064600,2025-12-01,Style/fit not as expected,2222.09,80
RT0064601,SN260115064601,2026-01-24,Quality not as expected,1505.23,80
RT0064602,SN251223064602,2025-12-30,Size issue,1399.9,80
RT0064608,SN260102064608,2026-01-06,Wrong item delivered,647.54,80
RT0064612,SN260202064612,2026-02-12,Size issue,2156.7,80
RT0064614,SN251026064614,2025-11-08,Style/fit not as expected,1082.82,0
RT0064627,SN251216064627,2025-12-28,Style/fit not as expected,2062.12,80
RT0064628,SN260209064628,2026-02-15,Size issue,2529.2,80
RT0064634,SN260204064634,2026-02-16,Quality not as expected,906.17,80
RT0064640,SN260311064640,2026-03-25,Late delivery,3762.94,80
RT0064647,SN260115064647,2026-01-23,Quality not as expected,2563.47,80
RT0064660,SN260214064660,2026-02-24,Quality not as expected,1858.95,80
RT0064669,SN251128064669,2025-12-08,Quality not as expected,988.27,80
RT0064671,SN260222064671,2026-03-03,Style/fit not as expected,1142.14,80
RT0064673,SN251111064673,2025-11-24,Size issue,1273.18,80
RT0064677,SN260106064677,2026-01-18,Wrong item delivered,1652.96,80
RT0064682,SN251113064682,2025-11-27,Style/fit not as expected,1818.56,80
RT0064694,SN260130064694,2026-02-02,Size issue,833.34,80
RT0064702,SN251116064702,2025-11-19,Size issue,3097.49,80
RT0064714,SN251116064714,2025-11-23,Late delivery,1967.92,80
RT0064724,SN260117064724,2026-01-24,Quality not as expected,1340.97,80
RT0064728,SN260206064728,2026-02-14,Wrong item delivered,1058.46,80
RT0064743,SN260302064743,2026-03-12,Size issue,1437.23,80
RT0064748,SN251231064748,2026-01-02,Style/fit not as expected,2090.62,80
RT0064753,SN260313064753,2026-03-20,Size issue,1486.69,80
RT0064761,SN260219064761,2026-02-24,Size issue,1456.05,80
RT0064768,SN251117064768,2025-11-27,Size issue,2177.8,80
RT0064772,SN251008064772,2025-10-18,Wrong item delivered,3630.54,80
RT0064773,SN260315064773,2026-03-22,Style/fit not as expected,1605.56,80
RT0064789,SN260316064789,2026-03-23,Style/fit not as expected,1322.37,80
RT0064793,SN251002064793,2025-10-05,Quality not as expected,1198.26,80
RT0064797,SN260216064797,2026-03-01,Size issue,3525.44,80
RT0064799,SN260113064799,2026-01-17,Size issue,933.8,80
RT0064805,SN251106064805,2025-11-13,Size issue,2024.34,80
RT0064809,SN260218064809,2026-03-03,Style/fit not as expected,1293.29,80
RT0064822,SN260114064822,2026-01-25,Wrong item delivered,5146.4,80
RT0064831,SN260211064831,2026-02-19,Style/fit not as expected,7751.97,80
RT0064832,SN260224064832,2026-03-04,Late delivery,4653.84,80
RT0064845,SN251129064845,2025-12-08,Size issue,1270.95,80
RT0064855,SN260109064855,2026-01-11,Size issue,1015.64,80
RT0064871,SN260127064871,2026-02-02,Changed mind,1039.21,80
RT0064873,SN260127064873,2026-02-08,Changed mind,1821.24,80
RT0064874,SN260303064874,2026-03-10,Size issue,1244.69,80
RT0064879,SN260215064879,2026-02-24,Wrong item delivered,4170.21,80
RT0064881,SN260319064881,2026-03-22,Quality not as expected,2769.22,0
RT0064887,SN260109064887,2026-01-11,Style/fit not as expected,767.19,80
RT0064901,SN251105064901,2025-11-19,Style/fit not as expected,855.58,0
RT0064907,SN260102064907,2026-01-04,Style/fit not as expected,802.31,80
RT0064909,SN251230064909,2026-01-08,Style/fit not as expected,986.42,80
RT0064914,SN260206064914,2026-02-18,Size issue,2192.83,80
RT0064915,SN251129064915,2025-12-10,Size issue,2324.12,80
RT0064917,SN251001064917,2025-10-03,Quality not as expected,2494.57,80
RT0064928,SN260301064928,2026-03-15,Wrong item delivered,2062.31,80
RT0064929,SN251103064929,2025-11-10,Style/fit not as expected,930.54,80
RT0064932,SN251217064932,2025-12-29,Style/fit not as expected,2319.8,80
RT0064933,SN260225064933,2026-02-28,Changed mind,1590.84,80
RT0064936,SN260115064936,2026-01-25,Late delivery,1290.1,80
RT0064940,SN251219064940,2025-12-26,Size issue,1802.88,80
RT0064943,SN260202064943,2026-02-15,Style/fit not as expected,929.98,80
RT0064951,SN251213064951,2025-12-16,Late delivery,1788.66,80
RT0064956,SN251211064956,2025-12-21,Size issue,1623.97,80
RT0064958,SN251203064958,2025-12-05,Size issue,767.88,80
RT0064967,SN260304064967,2026-03-11,Size issue,1941.49,80
RT0064970,SN260127064970,2026-02-09,Quality not as expected,1528.45,80
RT0064976,SN251214064976,2025-12-19,Changed mind,1294.46,80
RT0064981,SN260112064981,2026-01-25,Size issue,3124.08,80
RT0064986,SN251213064986,2025-12-23,Size issue,663.71,80
RT0064998,SN260103064998,2026-01-15,Wrong item delivered,1210.01,80
RT0065003,SN260129065003,2026-02-12,Size issue,5623.62,80
RT0065005,SN251229065005,2026-01-06,Quality not as expected,953.35,80
RT0065015,SN260312065015,2026-03-21,Size issue,3634.26,80
RT0065019,SN260323065019,2026-03-29,Changed mind,1532.01,80
RT0065026,SN260117065026,2026-01-23,Quality not as expected,1447.56,80
RT0065036,SN251103065036,2025-11-17,Style/fit not as expected,896.44,80
RT0065037,SN260222065037,2026-03-07,Size issue,1275.36,80
RT0065042,SN251020065042,2025-10-23,Size issue,1113.55,80
RT0065047,SN260304065047,2026-03-15,Changed mind,3900.08,80
RT0065049,SN251202065049,2025-12-10,Size issue,2255.96,80
RT0065060,SN260102065060,2026-01-16,Style/fit not as expected,4332.42,80
RT0065064,SN251207065064,2025-12-21,Quality not as expected,784.12,80
RT0065067,SN251111065067,2025-11-25,Size issue,1956.38,80
RT0065070,SN251121065070,2025-11-28,Size issue,1706.18,80
RT0065078,SN251225065078,2025-12-30,Size issue,1837.25,80
RT0065081,SN260116065081,2026-01-23,Quality not as expected,5199.45,80
RT0065087,SN251014065087,2025-10-21,Size issue,1594.27,80
RT0065088,SN260116065088,2026-01-23,Size issue,2012.21,0
RT0065109,SN251122065109,2025-12-03,Size issue,3449.66,80
RT0065114,SN260209065114,2026-02-16,Size issue,1346.41,80
RT0065128,SN260115065128,2026-01-25,Size issue,1642.54,80
RT0065130,SN260203065130,2026-02-10,Size issue,1960.7,80
RT0065135,SN260218065135,2026-02-22,Size issue,3618.06,80
RT0065138,SN260205065138,2026-02-17,Wrong item delivered,966.99,80
RT0065142,SN251017065142,2025-10-30,Quality not as expected,790.58,80
RT0065152,SN251002065152,2025-10-07,Style/fit not as expected,1941.58,80
RT0065157,SN260117065157,2026-01-31,Changed mind,2436.9,0
RT0065167,SN251116065167,2025-11-23,Style/fit not as expected,1075.77,80
RT0065180,SN251112065180,2025-11-24,Size issue,1594.6,80
RT0065181,SN260109065181,2026-01-17,Size issue,1872.32,80
RT0065189,SN260110065189,2026-01-17,Wrong item delivered,3213.42,0
RT0065197,SN251127065197,2025-12-11,Size issue,913.83,80
RT0065202,SN260115065202,2026-01-18,Size issue,6544.11,80
RT0065205,SN260212065205,2026-02-20,Changed mind,1923.92,80
RT0065211,SN260102065211,2026-01-04,Size issue,1426.22,80
RT0065217,SN251117065217,2025-11-30,Style/fit not as expected,635.84,80
RT0065227,SN251105065227,2025-11-18,Size issue,2144.53,80
RT0065233,SN251014065233,2025-10-19,Changed mind,1643.33,80
RT0065234,SN260112065234,2026-01-17,Quality not as expected,1080.76,80
RT0065241,SN251014065241,2025-10-19,Size issue,2193.24,80
RT0065257,SN260109065257,2026-01-13,Size issue,2093.82,80
RT0065264,SN260324065264,2026-03-28,Style/fit not as expected,4611.96,80
RT0065272,SN251104065272,2025-11-09,Size issue,2769.66,80
RT0065276,SN251014065276,2025-10-20,Size issue,1149.91,80
RT0065284,SN251211065284,2025-12-18,Style/fit not as expected,3381.66,80
RT0065286,SN251019065286,2025-10-31,Size issue,3251.86,80
RT0065288,SN251008065288,2025-10-19,Wrong item delivered,897.48,80
RT0065307,SN251115065307,2025-11-27,Style/fit not as expected,937.07,80
RT0065311,SN260126065311,2026-01-28,Quality not as expected,3452.24,80
RT0065313,SN260128065313,2026-02-10,Size issue,2670.4,80
RT0065322,SN251220065322,2025-12-27,Size issue,2740.04,80
RT0065331,SN251112065331,2025-11-18,Size issue,1706.17,80
RT0065334,SN251218065334,2025-12-29,Size issue,1364.49,80
RT0065336,SN251203065336,2025-12-14,Style/fit not as expected,1648.09,80
RT0065338,SN251011065338,2025-10-17,Changed mind,858.59,80
RT0065339,SN260121065339,2026-02-02,Size issue,1330.23,80
RT0065340,SN251018065340,2025-10-31,Style/fit not as expected,957.97,80
RT0065343,SN251114065343,2025-11-25,Style/fit not as expected,1671.31,80
RT0065350,SN251215065350,2025-12-17,Size issue,2488.99,80
RT0065354,SN260317065354,2026-03-26,Changed mind,1588.66,80
RT0065363,SN251125065363,2025-11-27,Quality not as expected,469.89,80
RT0065369,SN251030065369,2025-11-03,Size issue,1959.64,80
RT0065374,SN251227065374,2026-01-02,Quality not as expected,1487.74,80
RT0065384,SN251023065384,2025-10-29,Quality not as expected,3915.26,80
RT0065388,SN251116065388,2025-11-24,Style/fit not as expected,1762.16,80
RT0065393,SN260305065393,2026-03-19,Style/fit not as expected,2312.67,80
RT0065399,SN251203065399,2025-12-17,Late delivery,803.73,80
RT0065409,SN251005065409,2025-10-13,Size issue,776.37,80
RT0065412,SN251012065412,2025-10-14,Size issue,1237.13,80
RT0065425,SN251204065425,2025-12-09,Size issue,634.86,80
RT0065432,SN251022065432,2025-10-25,Size issue,3119.89,80
RT0065434,SN260320065434,2026-03-24,Late delivery,1649.87,80
RT0065438,SN251213065438,2025-12-18,Style/fit not as expected,2494.22,80
RT0065445,SN251027065445,2025-11-07,Size issue,745.97,80
RT0065450,SN260224065450,2026-03-03,Size issue,2101.88,80
RT0065451,SN251209065451,2025-12-18,Quality not as expected,1671.99,80
RT0065455,SN260209065455,2026-02-17,Size issue,3947.9,80
RT0065457,SN260222065457,2026-03-05,Changed mind,1693.34,80
RT0065471,SN260107065471,2026-01-18,Size issue,1023.75,80
RT0065478,SN251117065478,2025-11-20,Style/fit not as expected,1283.71,80
RT0065480,SN260302065480,2026-03-14,Late delivery,1361.86,80
RT0065482,SN251205065482,2025-12-08,Changed mind,1888.57,80
RT0065483,SN251030065483,2025-11-04,Size issue,2059.1,80
RT0065484,SN251004065484,2025-10-16,Late delivery,2359.64,80
RT0065490,SN260225065490,2026-03-01,Size issue,1258.83,80
RT0065502,SN260325065502,2026-03-27,Quality not as expected,2195.02,80
RT0065509,SN251103065509,2025-11-07,Size issue,4089.63,80
RT0065529,SN260226065529,2026-03-08,Late delivery,460.67,80
RT0065535,SN251223065535,2025-12-28,Size issue,1817.3,80
RT0065537,SN251011065537,2025-10-13,Late delivery,2690.6,80
RT0065545,SN260307065545,2026-03-11,Quality not as expected,3836.96,80
RT0065549,SN251215065549,2025-12-26,Quality not as expected,1617.97,80
RT0065556,SN260116065556,2026-01-25,Size issue,1363.63,80
RT0065559,SN260301065559,2026-03-06,Size issue,2610.14,80
RT0065560,SN260303065560,2026-03-06,Late delivery,591.53,80
RT0065561,SN251017065561,2025-10-21,Size issue,1654.18,80
RT0065566,SN260115065566,2026-01-17,Quality not as expected,1994.36,80
RT0065579,SN260310065579,2026-03-15,Style/fit not as expected,1357.4,0
RT0065581,SN251224065581,2025-12-27,Wrong item delivered,3071.44,80
RT0065583,SN251212065583,2025-12-16,Size issue,988.84,80
RT0065587,SN260207065587,2026-02-19,Changed mind,542.9,80
RT0065588,SN260213065588,2026-02-20,Late delivery,2049.96,80
RT0065589,SN260127065589,2026-02-04,Quality not as expected,1681.35,80
RT0065591,SN251119065591,2025-11-27,Size issue,1659.82,80
RT0065597,SN260316065597,2026-03-29,Style/fit not as expected,2193.44,80
RT0065613,SN260216065613,2026-03-02,Size issue,1066.88,80
RT0065624,SN260208065624,2026-02-18,Size issue,2811.64,80
RT0065627,SN251213065627,2025-12-22,Size issue,1349.52,80
RT0065633,SN260116065633,2026-01-20,Changed mind,2615.7,80
RT0065642,SN260310065642,2026-03-23,Quality not as expected,1320.24,80
RT0065643,SN251106065643,2025-11-18,Quality not as expected,2955.7,80
RT0065648,SN251014065648,2025-10-19,Style/fit not as expected,1367.38,80
RT0065649,SN260321065649,2026-03-30,Quality not as expected,2225.9,80
RT0065664,SN260112065664,2026-01-24,Changed mind,4607.06,80
RT0065667,SN260206065667,2026-02-19,Quality not as expected,1069.56,80
RT0065678,SN251026065678,2025-11-03,Quality not as expected,1897.46,80
RT0065682,SN260306065682,2026-03-12,Size issue,2143.94,80
RT0065683,SN260113065683,2026-01-16,Style/fit not as expected,1382.09,80
RT0065685,SN260325065685,2026-03-27,Quality not as expected,635.42,80
RT0065688,SN260224065688,2026-03-09,Quality not as expected,1733.48,80
RT0065699,SN260106065699,2026-01-16,Changed mind,1045.78,80
RT0065703,SN251202065703,2025-12-15,Quality not as expected,569.83,80
RT0065705,SN260318065705,2026-03-29,Changed mind,2317.98,80
RT0065714,SN260127065714,2026-02-01,Size issue,1594.92,80
RT0065718,SN251017065718,2025-10-30,Size issue,2690.34,80
RT0065725,SN260105065725,2026-01-15,Size issue,2640.28,80
RT0065730,SN260226065730,2026-03-05,Size issue,572.88,80
RT0065731,SN251005065731,2025-10-15,Style/fit not as expected,1590.44,80
RT0065732,SN251107065732,2025-11-21,Size issue,1172.38,80
RT0065736,SN260113065736,2026-01-24,Quality not as expected,1156.16,80
RT0065738,SN251228065738,2026-01-05,Size issue,520.34,80
RT0065739,SN251011065739,2025-10-21,Size issue,6980.16,80
RT0065750,SN251003065750,2025-10-07,Quality not as expected,1920.41,80
RT0065755,SN260314065755,2026-03-18,Late delivery,1890.84,80
RT0065763,SN251004065763,2025-10-08,Quality not as expected,828.23,80
RT0065765,SN260112065765,2026-01-21,Size issue,2212.26,80
RT0065769,SN260209065769,2026-02-16,Style/fit not as expected,5844.42,80
RT0065771,SN260127065771,2026-02-09,Size issue,1542.92,80
RT0065777,SN260109065777,2026-01-18,Size issue,1383.91,80
RT0065790,SN260119065790,2026-01-31,Size issue,3350.61,80
RT0065792,SN251130065792,2025-12-13,Size issue,1147.96,80
RT0065797,SN260308065797,2026-03-16,Size issue,2121.62,80
RT0065801,SN251228065801,2026-01-07,Size issue,1071.48,80
RT0065809,SN251125065809,2025-12-02,Style/fit not as expected,1551.04,80
RT0065815,SN260321065815,2026-03-23,Changed mind,1053.25,80
RT0065821,SN251214065821,2025-12-20,Quality not as expected,1377.33,80
RT0065831,SN260118065831,2026-01-31,Style/fit not as expected,2240.27,80
RT0065839,SN260129065839,2026-01-31,Size issue,4867.74,80
RT0065850,SN260310065850,2026-03-14,Style/fit not as expected,1316.26,80
RT0065851,SN251218065851,2025-12-27,Size issue,1032.85,80
